"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","ENTREZID","loc","bp","corsign"
7605,"ILMN_1690085","STK11IP","serine/threonine kinase 11 interacting protein (STK11IP), mRNA.","ChrUn: 1.000000",8.411,"N/A","N/A","N/A",-0.211,146,0.01069,"--","-7.6999999999999902E-2","114790","Un",1,-1
7606,"ILMN_1686291","DIO1","deiodinase, iodothyronine, type I (DIO1), transcript variant 1, mRNA.","Chr1: 54.132757",6.689,"N/A","N/A","N/A",-0.211,146,0.01069,"0.46700000000000003","0.438","1733","1",54.132757,-1
7607,"ILMN_1726448","MMP1","matrix metallopeptidase 1 (interstitial collagenase) (MMP1), mRNA.","Chr11: 102.165974",6.694,"N/A","N/A","N/A",-0.211,146,0.0107,"0.35599999999999798","--","4312","11",102.165974,-1
7608,"ILMN_1745513","MCAT","malonyl CoA:ACP acyltransferase (mitochondrial) (MCAT), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","ChrUn: 1.000000",7.242,"N/A","N/A","N/A",0.211,146,0.0107,"0.367999999999998","-0.14299999999999799","27349","Un",1,1
7609,"ILMN_1781061","C1orf174","chromosome 1 open reading frame 174 (C1orf174), mRNA.","Chr1: 3.795762",9.653,"N/A","N/A","N/A",0.211,146,0.01071,"--","--","339448","1",3.795762,1
7610,"ILMN_1754304","C6orf151","chromosome 6 open reading frame 151 (C6orf151), mRNA.","Chr6: 7.556741",7.899,"N/A","N/A","N/A",-0.211,146,0.01071,"--","--","154007","6",7.556741,-1
7611,"ILMN_1793403","OR2G3","olfactory receptor, family 2, subfamily G, member 3 (OR2G3), mRNA.","Chr1: 245.835827",6.764,"N/A","N/A","N/A",-0.211,146,0.01072,"--","--","81469","1",245.835827,-1
7612,"ILMN_1701131","C2orf49","chromosome 2 open reading frame 49 (C2orf49), mRNA.","Chr2: 105.326082",7.521,"N/A","N/A","N/A",0.211,146,0.01072,"--","--","79074","2",105.326082,1
7613,"ILMN_1769103","MAFG","v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian) (MAFG), transcript variant 2, mRNA.","Chr17: 77.474558",6.842,"N/A","N/A","N/A",-0.211,146,0.01074,"0.38","0.53500000000000003","4097","17",77.474558,-1
7614,"ILMN_1751395","FLJ12949","hypothetical protein FLJ12949 (FLJ12949), transcript variant 2, mRNA.","Chr19: 10.525113",7.04,"N/A","N/A","N/A",-0.211,146,0.01075,"--","--","65095","19",10.525113,-1
7615,"ILMN_1701186","FLJ34931","similar to cDNA sequence BC027072 (FLJ34931), mRNA.","Chr2: 29.138237",6.924,"N/A","N/A","N/A",-0.211,146,0.01075,"0.24099999999999799","--","388939","2",29.138237,-1
7616,"ILMN_1697373","LINC00207","hypothetical LOC388910 (LOC388910), mRNA.","Chr22: 43.346584",6.721,"N/A","N/A","N/A",-0.211,146,0.01076,"--","--","388910","22",43.346584,-1
7617,"ILMN_1680322","HHCM","Mahlavu hepatocellular carcinoma (HHCM), mRNA.","Chr8: 144.242828",6.681,"N/A","N/A","N/A",-0.211,146,0.01076,"--","--","10639","8",144.242828,-1
7618,"ILMN_1686485","DDX59","DEAD (Asp-Glu-Ala-Asp) box polypeptide 59 (DDX59), transcript variant 2, mRNA.","Chr1: 198.859948",6.802,"N/A","N/A","N/A",-0.21,146,0.01077,"0.368999999999999","0.20499999999999799","83479","1",198.859948,-1
7619,"ILMN_1670378","KIAA0738","KIAA0738 gene product, transcript variant 3 (KIAA0738), mRNA.","ChrUn: 1.000000",7.221,"N/A","N/A","N/A",0.21,146,0.01078,"--","--","9747","Un",1,1
7620,"ILMN_1669703","TNK2","tyrosine kinase, non-receptor, 2 (TNK2), transcript variant 1, mRNA.","Chr3: 197.074722",13.56,"N/A","N/A","N/A",-0.21,146,0.01078,"--","-0.28100000000000003","10188","3",197.074722,-1
7621,"ILMN_1692826","C16orf28","chromosome 16 open reading frame 28 (C16orf28), mRNA.","Chr16: 1.355395",9.171,"N/A","N/A","N/A",-0.21,146,0.01078,"--","--","65259","16",1.355395,-1
7622,"ILMN_1726761","P2RX3","purinergic receptor P2X, ligand-gated ion channel, 3 (P2RX3), mRNA.","ChrUn: 1.000000",6.927,"N/A","N/A","N/A",-0.21,146,0.01078,"0.38800000000000001","-0.52300000000000002","5024","Un",1,-1
7623,"ILMN_1695961","CLK3","CDC-like kinase 3 (CLK3), transcript variant phclk3, mRNA.","Chr15: 72.701555",7.592,"N/A","N/A","N/A",0.21,146,0.01078,"--","-0.50700000000000001","1198","15",72.701555,1
7624,"ILMN_1755635","FLJ33534","hypothetical protein FLJ33534 (FLJ33534), mRNA.","Chr2: 11.156885",6.791,"N/A","N/A","N/A",-0.21,146,0.01078,"--","--","285150","2",11.156885,-1
7625,"ILMN_1659452","AAA1","AAA1 protein (AAA1), transcript variant VIII, mRNA.","Chr7: 34.734887",6.707,"N/A","N/A","N/A",-0.21,146,0.01078,"--","--","404744","7",34.734887,-1
7626,"ILMN_1717677","ZFHX2","zinc finger homeobox 2 (ZFHX2), mRNA.","Chr14: 23.060136",7.515,"N/A","N/A","N/A",-0.21,146,0.01078,"--","-0.23499999999999799","85446","14",23.060136,-1
7627,"ILMN_1762984","OR56A1","olfactory receptor, family 56, subfamily A, member 1 (OR56A1), mRNA.","Chr11: 6.004990",6.767,"N/A","N/A","N/A",-0.21,146,0.01079,"--","--","120796","11",6.00499,-1
7628,"ILMN_1668752","FLJ20850","hypothetical protein FLJ20850 (FLJ20850), mRNA.","Chr19: 18.563764",7.317,"N/A","N/A","N/A",-0.21,146,0.01079,"--","--","55049","19",18.563764,-1
7629,"ILMN_1727332","ATPIF1","ATPase inhibitory factor 1 (ATPIF1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","Chr1: 28.435495",11.742,"N/A","N/A","N/A",0.21,146,0.0108,"0.5","-0.16200000000000001","93974","1",28.435495,1
7630,"ILMN_1708842","SEC14L3","SEC14-like 3 (S. cerevisiae) (SEC14L3), mRNA.","Chr22: 29.185450",6.801,"N/A","N/A","N/A",-0.21,146,0.01081,"0.223","1E-3","266629","22",29.18545,-1
7631,"ILMN_1814204","C21orf55","chromosome 21 open reading frame 55 (C21orf55), mRNA.","Chr21: 33.779905",20.016,"N/A","N/A","N/A",-0.21,146,0.01081,"--","--","54943","21",33.779905,-1
7632,"ILMN_1718877","FSHB","follicle stimulating hormone, beta polypeptide (FSHB), transcript variant 2, mRNA.","Chr11: 30.212920",6.904,"N/A","N/A","N/A",-0.21,146,0.01082,"0.34399999999999797","0.4","2488","11",30.21292,-1
7633,"ILMN_1690563","SSTR5","somatostatin receptor 5 (SSTR5), mRNA.","Chr16: 1.069767",6.715,"N/A","N/A","N/A",-0.21,146,0.01083,"--","0.26800000000000002","6755","16",1.069767,-1
7634,"ILMN_1681923","C1orf92","chromosome 1 open reading frame 92 (C1orf92), mRNA.","Chr1: 155.169367",6.883,"N/A","N/A","N/A",-0.21,146,0.01084,"--","--","149499","1",155.169367,-1
7635,"ILMN_1800711","DEPDC5","DEP domain containing 5 (DEPDC5), transcript variant 2, mRNA.","Chr22: 30.541127",6.838,"N/A","N/A","N/A",-0.21,146,0.01085,"--","-0.42","9681","22",30.541127,-1
7636,"ILMN_1687057","RBM7","RNA binding motif protein 7 (RBM7), mRNA.","Chr11: 113.784584",7.207,"N/A","N/A","N/A",-0.21,146,0.01085,"--","0.59399999999999797","10179","11",113.784584,-1
7637,"ILMN_1758613","RAPGEFL1","Rap guanine nucleotide exchange factor (GEF)-like 1 (RAPGEFL1), mRNA.","Chr17: 35.605294",8.817,"N/A","N/A","N/A",-0.21,146,0.01085,"--","-0.27900000000000003","51195","17",35.605294,-1
7638,"ILMN_1773586","SLC17A2","solute carrier family 17 (sodium phosphate), member 2 (SLC17A2), mRNA.","Chr6: 26.021250",6.772,"N/A","N/A","N/A",-0.21,146,0.01086,"--","0.52400000000000002","10246","6",26.02125,-1
7639,"ILMN_1783278","AMN","amnionless homolog (mouse) (AMN), mRNA.","ChrUn: 1.000000",6.858,"N/A","N/A","N/A",-0.21,146,0.01086,"0.30199999999999799","0.05","81693","Un",1,-1
7640,"ILMN_1682226","CLDN15","claudin 15 (CLDN15), transcript variant 1, mRNA.","Chr7: 100.662194",8.157,"N/A","N/A","N/A",0.21,146,0.01087,"0.30399999999999799","0.25900000000000001","24146","7",100.662194,1
7641,"ILMN_1664691","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides (DAPP1), mRNA.","Chr4: 101.009612",6.706,"N/A","N/A","N/A",-0.21,146,0.01088,"0.28199999999999797","-0.54700000000000004","27071","4",101.009612,-1
7642,"ILMN_1773848","C15orf32","chromosome 15 open reading frame 32 (C15orf32), mRNA.","Chr15: 90.844877",6.876,"N/A","N/A","N/A",-0.21,146,0.01089,"--","--","145858","15",90.844877,-1
7643,"ILMN_1695871","DISC1","disrupted in schizophrenia 1 (DISC1), transcript variant L, mRNA.","Chr1: 230.211358",6.854,"N/A","N/A","N/A",-0.21,146,0.01089,"0.71099999999999797","-4.1000000000000002E-2","27185","1",230.211358,-1
7644,"ILMN_1664367","COQ6","coenzyme Q6 homolog, monooxygenase (S. cerevisiae) (COQ6), transcript variant 1, mRNA.","Chr14: 73.491912",6.91,"N/A","N/A","N/A",0.21,146,0.01091,"--","0.29099999999999798","51004","14",73.491912,1
7645,"ILMN_1730025","ACSL6","acyl-CoA synthetase long-chain family member 6 (ACSL6), transcript variant 2, mRNA.","Chr5: 131.338509",6.927,"N/A","N/A","N/A",-0.21,146,0.01091,"0.55600000000000005","-0.47399999999999798","23305","5",131.338509,-1
7646,"ILMN_1662934","UBE2I","ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast) (UBE2I), transcript variant 3, mRNA.","Chr16: 1.299369",6.787,"N/A","N/A","N/A",-0.21,146,0.01091,"--","5.7000000000000002E-2","7329","16",1.299369,-1
7647,"ILMN_1672336","C3orf60","chromosome 3 open reading frame 60 (C3orf60), transcript variant 5, mRNA.","Chr3: 49.034662",6.713,"N/A","N/A","N/A",-0.21,146,0.01092,"0.20300000000000001","--","25915","3",49.034662,-1
7648,"ILMN_1721462","GHRHR","growth hormone releasing hormone receptor (GHRHR), transcript variant 2, mRNA.","Chr7: 30.982016",6.907,"N/A","N/A","N/A",-0.21,146,0.01092,"0.45400000000000001","0.438","2692","7",30.982016,-1
7649,"ILMN_1742608","SMOX","spermine oxidase (SMOX), transcript variant 4, mRNA.","Chr20: 4.115408",6.833,"N/A","N/A","N/A",-0.21,146,0.01092,"--","-0.24099999999999799","54498","20",4.115408,-1
7650,"ILMN_1722423","SHPRH","SNF2 histone linker PHD RING helicase (SHPRH), transcript variant 1, mRNA.","ChrUn: 1.000000",8.179,"N/A","N/A","N/A",-0.21,146,0.01093,"0.193","-0.13200000000000001","257218","Un",1,-1
7651,"ILMN_1806003","FLJ23577","KPL2 protein (FLJ23577), transcript variant 1, mRNA.","Chr5: 35.842736",7.051,"N/A","N/A","N/A",-0.21,146,0.01094,"--","--","79925","5",35.842736,-1
7652,"ILMN_1769912","OR4K14","olfactory receptor, family 4, subfamily K, member 14 (OR4K14), mRNA.","Chr14: 19.552453",6.783,"N/A","N/A","N/A",-0.21,146,0.01094,"--","--","122740","14",19.552453,-1
7653,"ILMN_1705926","POLR3G","polymerase (RNA) III (DNA directed) polypeptide G (32kD) (POLR3G), mRNA.","Chr5: 89.827295",6.794,"N/A","N/A","N/A",-0.21,146,0.01096,"0.29499999999999799","-4.9000000000000002E-2","10622","5",89.827295,-1
7654,"ILMN_1761016","SPZ1","spermatogenic leucine zipper 1 (SPZ1), mRNA.","Chr5: 79.653026",6.784,"N/A","N/A","N/A",-0.21,146,0.01097,"--","-0.56599999999999795","84654","5",79.653026,-1
7655,"ILMN_1654722","MPV17L","MPV17 mitochondrial membrane protein-like (MPV17L), mRNA.","Chr16: 15.410693",6.967,"N/A","N/A","N/A",-0.21,146,0.01099,"0.36599999999999799","0.56799999999999795","255027","16",15.410693,-1
7656,"ILMN_1737144","OR6C75","olfactory receptor, family 6, subfamily C, member 75 (OR6C75), mRNA.","Chr12: 54.045972",6.794,"N/A","N/A","N/A",-0.21,146,0.01099,"--","--","390323","12",54.045972,-1
7657,"ILMN_1714891","OR2A14","olfactory receptor, family 2, subfamily A, member 14 (OR2A14), mRNA.","Chr7: 143.457578",6.86,"N/A","N/A","N/A",-0.21,146,0.01099,"--","--","135941","7",143.457578,-1
7658,"ILMN_1789911","BIN2","bridging integrator 2 (BIN2), mRNA.","Chr12: 49.961408",6.723,"N/A","N/A","N/A",0.21,146,0.011,"--","--","51411","12",49.961408,1
7659,"ILMN_1697975","PHF14","PHD finger protein 14 (PHF14), transcript variant 2, mRNA.","Chr7: 11.108639",7.296,"N/A","N/A","N/A",0.21,146,0.011,"0.35499999999999798","-3.7999999999999902E-2","9678","7",11.108639,1
7660,"ILMN_1696433","CPB2","carboxypeptidase B2 (plasma) (CPB2), transcript variant 1, mRNA.","ChrUn: 1.000000",6.708,"N/A","N/A","N/A",-0.21,146,0.01101,"0.45100000000000001","0.59299999999999797","1361","Un",1,-1
7661,"ILMN_1815578","ZNF223","zinc finger protein 223 (ZNF223), mRNA.","Chr19: 49.263889",12.73,"N/A","N/A","N/A",-0.21,146,0.01101,"--","--","7766","19",49.263889,-1
7662,"ILMN_1746428","RGPD1","RANBP2-like and GRIP domain containing 1 (RGPD1), mRNA.","Chr2: 87.067153",6.82,"N/A","N/A","N/A",-0.21,146,0.01102,"--","--","400966","2",87.067153,-1
7663,"ILMN_1793841","ZNF542","zinc finger protein 542 (ZNF542) on chromosome 19.","ChrUn: 1.000000",6.889,"N/A","N/A","N/A",-0.21,146,0.01102,"--","--","147947","Un",1,-1
7664,"ILMN_1743536","RORA","RAR-related orphan receptor A (RORA), transcript variant 2, mRNA.","Chr15: 58.576809",7.473,"N/A","N/A","N/A",-0.21,146,0.01105,"--","5.8000000000000003E-2","6095","15",58.576809,-1
7665,"ILMN_1710026","RNF133","ring finger protein 133 (RNF133), mRNA.","Chr7: 122.125326",6.698,"N/A","N/A","N/A",-0.21,146,0.01105,"--","--","168433","7",122.125326,-1
7666,"ILMN_1749239","LRRFIP2","leucine rich repeat (in FLII) interacting protein 2 (LRRFIP2), transcript variant 1, mRNA.","Chr3: 37.082421",7.571,"N/A","N/A","N/A",0.21,146,0.01105,"0.20799999999999799","0.14299999999999799","9209","3",37.082421,1
7667,"ILMN_1669621","CCDC13","coiled-coil domain containing 13 (CCDC13), mRNA.","Chr3: 42.725375",6.807,"N/A","N/A","N/A",-0.21,146,0.01106,"--","-0.11600000000000001","152206","3",42.725375,-1
7668,"ILMN_1688090","PTER","phosphotriesterase related (PTER), transcript variant 1, mRNA.","Chr10: 16.519444",6.693,"N/A","N/A","N/A",-0.21,146,0.01108,"0.38300000000000001","0.70199999999999796","9317","10",16.519444,-1
7669,"ILMN_1726494","LHFPL4","lipoma HMGIC fusion partner-like 4 (LHFPL4), mRNA.","ChrUn: 1.000000",6.836,"N/A","N/A","N/A",-0.21,146,0.01108,"--","-0.182","375323","Un",1,-1
7670,"ILMN_1771317","SLC17A5","solute carrier family 17 (anion/sugar transporter), member 5 (SLC17A5), mRNA.","Chr6: 74.359998",10.787,"N/A","N/A","N/A",0.21,146,0.01108,"--","0.42699999999999799","26503","6",74.359998,1
7671,"ILMN_1680740","HOXA1","homeobox A1 (HOXA1), transcript variant 2, mRNA.","Chr7: 27.099176",6.685,"N/A","N/A","N/A",-0.21,146,0.01108,"0.34899999999999798","0.52400000000000002","3198","7",27.099176,-1
7672,"ILMN_1772705","LOC504188","hypothetical LOC504188 (LOC504188), mRNA.","Chr9: 45.623566",6.854,"N/A","N/A","N/A",-0.21,146,0.01109,"--","--","504188","9",45.623566,-1
7673,"ILMN_1652389","CALML4","calmodulin-like 4 (CALML4), transcript variant 1, mRNA.","ChrUn: 1.000000",7.532,"N/A","N/A","N/A",-0.21,146,0.0111,"--","0.16600000000000001","91860","Un",1,-1
7674,"ILMN_1673026","CHCHD3","coiled-coil-helix-coiled-coil-helix domain containing 3 (CHCHD3), mRNA.","Chr7: 132.120492",7.981,"N/A","N/A","N/A",0.21,146,0.0111,"0.20399999999999799","0.2","54927","7",132.120492,1
7675,"ILMN_1654441","OAT","ornithine aminotransferase (gyrate atrophy) (OAT), nuclear gene encoding mitochondrial protein, mRNA.","Chr10: 126.076593",9.686,"N/A","N/A","N/A",0.21,146,0.0111,"0.56100000000000005","0.59799999999999798","4942","10",126.076593,1
7676,"ILMN_1813664","HIRA","HIR histone cell cycle regulation defective homolog A (S. cerevisiae) (HIRA), mRNA.","Chr22: 17.698256",7.279,"N/A","N/A","N/A",-0.21,146,0.0111,"0.317","-0.38500000000000001","7290","22",17.698256,-1
7677,"ILMN_1776850","ITGB1BP3","integrin beta 1 binding protein 3 (ITGB1BP3), transcript variant 1, mRNA.","Chr19: 3.892147",6.752,"N/A","N/A","N/A",-0.21,146,0.01111,"0.19","1.4999999999999901E-2","27231","19",3.892147,-1
7678,"ILMN_1769580","PRSS35","protease, serine, 35 (PRSS35), mRNA.","Chr6: 84.291608",6.754,"N/A","N/A","N/A",-0.21,146,0.01111,"0.35499999999999798","-8.5000000000000006E-2","167681","6",84.291608,-1
7679,"ILMN_1651378","AUP1","ancient ubiquitous protein 1 (AUP1), mRNA.","Chr2: 74.607432",8.74,"N/A","N/A","N/A",-0.21,146,0.01111,"0.26400000000000001","0.109","550","2",74.607432,-1
7680,"ILMN_1716822","KRTAP9-2","keratin associated protein 9-2 (KRTAP9-2), mRNA.","Chr17: 36.636912",6.78,"N/A","N/A","N/A",-0.21,146,0.01111,"--","--","83899","17",36.636912,-1
7681,"ILMN_1660741","ATP2B3","ATPase, Ca++ transporting, plasma membrane 3 (ATP2B3), transcript variant 1, mRNA.","ChrX: 152.501309",7.814,"N/A","N/A","N/A",-0.21,146,0.01111,"--","0.1","492","X",152.501309,-1
7682,"ILMN_1700888","ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1 (ENPP1), mRNA.","Chr6: 132.253574",6.918,"N/A","N/A","N/A",-0.21,146,0.01112,"0.33500000000000002","0.26800000000000002","5167","6",132.253574,-1
7683,"ILMN_1691097","HSP90AA1","heat shock protein 90kDa alpha (cytosolic), class A member 1 (HSP90AA1), transcript variant 2, mRNA.","Chr14: 101.617752",15.313,"N/A","N/A","N/A",0.21,146,0.01113,"0.38700000000000001","8.1000000000000003E-2","3320","14",101.617752,1
7684,"ILMN_1733311","PIGB","phosphatidylinositol glycan anchor biosynthesis, class B (PIGB), mRNA.","ChrUn: 1.000000",7.902,"N/A","N/A","N/A",0.21,146,0.01113,"0.148999999999998","0.33500000000000002","9488","Un",1,1
7685,"ILMN_1654677","RAD9B","RAD9 homolog B (S. cerevisiae) (RAD9B), mRNA.","Chr12: 109.453837",6.708,"N/A","N/A","N/A",-0.21,146,0.01114,"0.32600000000000001","-0.25600000000000001","144715","12",109.453837,-1
7686,"ILMN_1689217","ACVR1C","activin A receptor, type IC (ACVR1C), mRNA.","Chr2: 158.097469",6.871,"N/A","N/A","N/A",-0.21,146,0.01114,"0.34499999999999797","0.34399999999999797","130399","2",158.097469,-1
7687,"ILMN_1787260","LCE3B","late cornified envelope 3B (LCE3B), mRNA.","Chr1: 150.853010",6.734,"N/A","N/A","N/A",-0.21,146,0.01114,"0.3","-0.11","353143","1",150.85301,-1
7688,"ILMN_1675024","C1orf165","chromosome 1 open reading frame 165 (C1orf165), mRNA.","Chr1: 48.980935",6.959,"N/A","N/A","N/A",0.21,146,0.01115,"--","--","79656","1",48.980935,1
7689,"ILMN_1779778","MGC70924","hypothetical LOC284338 (MGC70924), mRNA.","Chr19: 47.506449",7.05,"N/A","N/A","N/A",-0.21,146,0.01115,"--","--","284338","19",47.506449,-1
7690,"ILMN_1705372","THEG","Theg homolog (mouse) (THEG), transcript variant 1, mRNA.","Chr19: 0.324955",6.74,"N/A","N/A","N/A",-0.21,146,0.01115,"--","-0.56499999999999795","51298","19",0.324955,-1
7691,"ILMN_1677559","ELA3A","elastase 3A, pancreatic (ELA3A), mRNA.","Chr1: 22.204624",6.725,"N/A","N/A","N/A",-0.209,146,0.01116,"--","--","10136","1",22.204624,-1
7692,"ILMN_1671482","GALM","galactose mutarotase (aldose 1-epimerase) (GALM), mRNA.","Chr2: 38.814645",6.874,"N/A","N/A","N/A",0.209,146,0.01116,"--","0.24199999999999799","130589","2",38.814645,1
7693,"ILMN_1656628","WDR4","WD repeat domain 4 (WDR4), transcript variant 2, mRNA.","Chr21: 43.136392",8.939,"N/A","N/A","N/A",-0.209,146,0.01117,"--","0.26100000000000001","10785","21",43.136392,-1
7694,"ILMN_1662687","PKN1","protein kinase N1 (PKN1), transcript variant 2, mRNA.","Chr19: 14.405302",6.817,"N/A","N/A","N/A",-0.209,146,0.01117,"0.38400000000000001","0.19700000000000001","5585","19",14.405302,-1
7695,"ILMN_1724671","MAP6","microtubule-associated protein 6 (MAP6), transcript variant 1, mRNA.","Chr11: 74.994612",7.491,"N/A","N/A","N/A",0.209,146,0.01118,"0.76600000000000001","--","4135","11",74.994612,1
7696,"ILMN_1758626","IDS","iduronate 2-sulfatase (Hunter syndrome) (IDS), transcript variant 1, mRNA.","ChrUn: 1.000000",9.206,"N/A","N/A","N/A",0.209,146,0.0112,"0.46300000000000002","0.216","3423","Un",1,1
7697,"ILMN_1775432","CSMD2","CUB and Sushi multiple domains 2 (CSMD2), mRNA.","Chr1: 33.752254",8.156,"N/A","N/A","N/A",-0.209,146,0.0112,"--","-0.34300000000000003","114784","1",33.752254,-1
7698,"ILMN_1690160","SCN5A","sodium channel, voltage-gated, type V, alpha (long QT syndrome 3) (SCN5A), transcript variant 2, mRNA.","Chr3: 38.597554",6.771,"N/A","N/A","N/A",-0.209,146,0.0112,"0.307","0.27","6331","3",38.597554,-1
7699,"ILMN_1763516","SPINK2","serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor) (SPINK2), mRNA.","Chr4: 57.381472",6.744,"N/A","N/A","N/A",-0.209,146,0.01121,"--","-0.34499999999999797","6691","4",57.381472,-1
7700,"ILMN_1664946","ZDHHC16","zinc finger, DHHC-type containing 16 (ZDHHC16), transcript variant 5, mRNA.","Chr10: 99.200228",6.899,"N/A","N/A","N/A",-0.209,146,0.01121,"--","-0.16500000000000001","84287","10",99.200228,-1
7701,"ILMN_1665463","ZNF678","zinc finger protein 678 (ZNF678), mRNA.","Chr1: 225.910570",6.767,"N/A","N/A","N/A",-0.209,146,0.01123,"--","--","339500","1",225.91057,-1
7702,"ILMN_1799369","ANKMY1","ankyrin repeat and MYND domain containing 1 (ANKMY1), transcript variant 1, mRNA.","Chr2: 241.100025",6.725,"N/A","N/A","N/A",-0.209,146,0.01123,"--","-0.51400000000000001","51281","2",241.100025,-1
7703,"ILMN_1688480","CCND1","cyclin D1 (CCND1), mRNA.","Chr11: 69.178329",9.297,"N/A","N/A","N/A",0.209,146,0.01124,"0.27500000000000002","0.38800000000000001","595","11",69.178329,1
7704,"ILMN_1727078","C17orf37","chromosome 17 open reading frame 37 (C17orf37), mRNA.","Chr17: 35.139113",7.179,"N/A","N/A","N/A",0.209,146,0.01124,"--","0.38600000000000001","84299","17",35.139113,1
7705,"ILMN_1746837","UPP1","uridine phosphorylase 1 (UPP1), transcript variant 1, mRNA.","Chr7: 48.095320",6.864,"N/A","N/A","N/A",-0.209,146,0.01124,"--","0.128","7378","7",48.09532,-1
7706,"ILMN_1772242","TRPC5","transient receptor potential cation channel, subfamily C, member 5 (TRPC5), mRNA.","ChrX: 110.904494",7.011,"N/A","N/A","N/A",-0.209,146,0.01125,"--","0.255","7224","X",110.904494,-1
7707,"ILMN_1800520","LOC401357","hypothetical LOC401357 (LOC401357), mRNA.","Chr7: 56.844955",6.753,"N/A","N/A","N/A",-0.209,146,0.01127,"--","--","401357","7",56.844955,-1
