"Index","Record","Symbol","Description","Location","Mean","Max LRS ?","Max LRS Location","Additive Effect ?","Sample r","&nbsp;&nbsp;N","Sample p(r)","Lit r","Tissue r"
"10552","ILMN_1666732","LTA","lymphotoxin alpha (TNF superfamily, member 1) (LTA), mRNA.","Chr6: 31.649761","7.017","N/A","N/A","N/A","-0.205","145","1.354e-02","0.292","-0.071"
"10553","ILMN_1685586","C20ORF67","chromosome 20 open reading frame 67 (C20orf67), mRNA.","Chr20: 44.009988","7.372","N/A","N/A","N/A","0.205","145","1.354e-02","0.135","--"
"10554","ILMN_1774373","NPAL2","NIPA-like domain containing 2 (NPAL2), mRNA.","Chr8: 99.274014","6.914","N/A","N/A","N/A","-0.205","145","1.355e-02","--","-0.172"
"10555","ILMN_1663407","SURF1","surfeit 1 (SURF1), nuclear gene encoding mitochondrial protein, mRNA.","Chr9: 135.208806","8.957","N/A","N/A","N/A","0.205","145","1.356e-02","--","0.583"
"10556","ILMN_1739162","CALML6","calmodulin-like 6 (CALML6), mRNA.","Chr1: 1.838318","7.026","N/A","N/A","N/A","-0.205","145","1.356e-02","--","--"
"10557","ILMN_1685803","AKR1CL1","aldo-keto reductase family 1, member C-like 1 (AKR1CL1), mRNA.","Chr10: 5.186999","6.906","N/A","N/A","N/A","-0.205","145","1.357e-02","--","--"
"10558","ILMN_1745079","TRIM2","tripartite motif-containing 2 (TRIM2), mRNA.","Chr4: 154.479738","12.569","N/A","N/A","N/A","-0.205","145","1.357e-02","--","0.196"
"10559","ILMN_1797912","ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide (ADH4), mRNA.","Chr4: 100.267503","6.827","N/A","N/A","N/A","-0.205","145","1.358e-02","0.597","0.304"
"10560","ILMN_1769104","ZCCHC10","zinc finger, CCHC domain containing 10 (ZCCHC10), mRNA.","Chr5: 132.361324","6.993","N/A","N/A","N/A","-0.205","145","1.359e-02","--","0.184"
"10561","ILMN_1680264","PDZD3","PDZ domain containing 3 (PDZD3), mRNA.","Chr11: 118.565875","6.927","N/A","N/A","N/A","-0.205","145","1.359e-02","0.209","0.369"
"10562","ILMN_1725518","ANGPTL6","angiopoietin-like 6 (ANGPTL6), mRNA.","Chr19: 10.065029","7.146","N/A","N/A","N/A","-0.205","145","1.360e-02","0.379","--"
"10563","ILMN_1741219","RRAGB","Ras-related GTP binding B (RRAGB), transcript variant RAGBl, mRNA.","ChrX: 55.801771","9.956","N/A","N/A","N/A","-0.205","145","1.361e-02","0.333","-0.354"
"10564","ILMN_1662038","LARGE","like-glycosyltransferase (LARGE), transcript variant 1, mRNA.","Chr22: 31.999105","8.935","N/A","N/A","N/A","-0.204","145","1.362e-02","0.310","0.251"
"10565","ILMN_1715214","PTPN7","protein tyrosine phosphatase, non-receptor type 7 (PTPN7), transcript variant 1, mRNA.","Chr1: 200.382985","7.026","N/A","N/A","N/A","-0.204","145","1.362e-02","0.315","0.001"
"10566","ILMN_1793621","ZFYVE27","zinc finger, FYVE domain containing 27 (ZFYVE27), transcript variant 3, mRNA.","Chr10: 99.510236","6.944","N/A","N/A","N/A","-0.204","145","1.363e-02","--","-0.246"
"10567","ILMN_1765258","HLA-E","major histocompatibility complex, class I, E (HLA-E), mRNA.","Chr6: 30.568677","12.540","N/A","N/A","N/A","0.204","145","1.363e-02","--","--"
"10568","ILMN_1688772","C8ORF51","chromosome 8 open reading frame 51 (C8orf51), mRNA.","Chr8: 144.520263","7.031","N/A","N/A","N/A","-0.204","145","1.363e-02","--","--"
"10569","ILMN_1698985","IQWD1","IQ motif and WD repeats 1 (IQWD1), transcript variant 1, mRNA.","Chr1: 166.258859","7.064","N/A","N/A","N/A","-0.204","145","1.364e-02","0.253","-0.378"
"10570","ILMN_1706553","SMG7","Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans) (SMG7), transcript variant 3, mRNA.","Chr1: 181.789650","9.466","N/A","N/A","N/A","-0.204","145","1.365e-02","--","-0.187"
"10571","ILMN_1723117","IPO9","importin 9 (IPO9), mRNA.","ChrUn: 1.000000","7.947","N/A","N/A","N/A","0.204","145","1.370e-02","0.348","-0.018"
"10572","ILMN_1704154","TNFRSF19","tumor necrosis factor receptor superfamily, member 19 (TNFRSF19), transcript variant 2, mRNA.","Chr13: 23.147852","7.805","N/A","N/A","N/A","0.204","145","1.371e-02","--","-0.073"
"10573","ILMN_1706100","DICER1","Dicer1, Dcr-1 homolog (Drosophila) (DICER1), transcript variant 2, mRNA.","Chr14: 94.676809","6.784","N/A","N/A","N/A","0.204","145","1.372e-02","0.345","0.256"
"10574","ILMN_1731966","LEPR","leptin receptor (LEPR), transcript variant 2, mRNA.","Chr1: 65.872160","7.014","N/A","N/A","N/A","0.204","145","1.372e-02","0.356","0.540"
"10575","ILMN_1808356","FAM3A","family with sequence similarity 3, member A (FAM3A), mRNA.","ChrX: 153.387745","13.326","N/A","N/A","N/A","0.204","145","1.374e-02","0.279","--"
"10576","ILMN_1668608","RBPMS","RNA binding protein with multiple splicing (RBPMS), transcript variant 2, mRNA.","Chr8: 30.526567","6.876","N/A","N/A","N/A","-0.204","145","1.375e-02","--","0.438"
"10577","ILMN_1809342","C10ORF130","chromosome 10 open reading frame 130 (C10orf130), mRNA.","ChrUn: 1.000000","6.976","N/A","N/A","N/A","-0.204","145","1.376e-02","--","--"
"10578","ILMN_1811692","FTSJ3","FtsJ homolog 3 (E. coli) (FTSJ3), mRNA.","Chr17: 59.250828","7.335","N/A","N/A","N/A","0.204","145","1.376e-02","--","-0.157"
"10579","ILMN_1720526","CENPN","centromere protein N (CENPN), mRNA.","Chr16: 79.611335","7.620","N/A","N/A","N/A","0.204","145","1.378e-02","--","-0.602"
"10580","ILMN_1810601","ICAM4","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) (ICAM4), transcript variant 3, mRNA.","Chr19: 10.259770","7.030","N/A","N/A","N/A","-0.204","145","1.379e-02","0.345","-0.040"
"10581","ILMN_1711247","TRIM24","tripartite motif-containing 24 (TRIM24), transcript variant 1, mRNA.","Chr7: 137.890155","6.827","N/A","N/A","N/A","0.204","145","1.380e-02","--","-0.003"
"10582","ILMN_1673757","CASP8","caspase 8, apoptosis-related cysteine peptidase (CASP8), transcript variant E, mRNA.","Chr2: 201.845641","6.797","N/A","N/A","N/A","0.204","145","1.381e-02","0.342","0.368"
"10583","ILMN_1809448","C1ORF157","chromosome 1 open reading frame 157 (C1orf157), mRNA.","ChrUn: 1.000000","6.951","N/A","N/A","N/A","-0.204","145","1.382e-02","--","--"
"10584","ILMN_1749436","RASSF2","Ras association (RalGDS/AF-6) domain family 2 (RASSF2), transcript variant 1, mRNA.","Chr20: 4.752210","7.052","N/A","N/A","N/A","-0.204","145","1.383e-02","0.239","-0.320"
"10585","ILMN_1680614","LOC440248","hypothetical LOC440248 (LOC440248), mRNA.","Chr15: 26.699567","7.326","N/A","N/A","N/A","0.204","145","1.383e-02","--","--"
"10586","ILMN_1751407","NEDD4","neural precursor cell expressed, developmentally down-regulated 4 (NEDD4), transcript variant 2, mRNA.","ChrUn: 1.000000","6.999","N/A","N/A","N/A","-0.204","145","1.384e-02","0.394","0.361"
"10587","ILMN_1670666","RAB12","RAB12, member RAS oncogene family (RAB12), mRNA.","Chr18: 8.603992","7.421","N/A","N/A","N/A","0.204","145","1.384e-02","0.288","0.207"
"10588","ILMN_1720850","BAZ2B","bromodomain adjacent to zinc finger domain, 2B (BAZ2B), mRNA.","Chr2: 159.883884","10.830","N/A","N/A","N/A","0.204","145","1.384e-02","0.178","-0.715"
"10589","ILMN_1777915","STX6","syntaxin 6 (STX6), mRNA.","Chr1: 179.209252","8.513","N/A","N/A","N/A","0.204","145","1.385e-02","--","-0.066"
"10590","ILMN_1803197","RAB3IP","RAB3A interacting protein (rabin3) (RAB3IP), transcript variant beta 1, mRNA.","Chr12: 68.495484","10.615","N/A","N/A","N/A","-0.204","145","1.385e-02","0.276","0.182"
"10591","ILMN_1673817","REP15","Rab15 effector protein (REP15), mRNA.","Chr12: 27.741429","7.160","N/A","N/A","N/A","-0.204","145","1.385e-02","--","--"
"10592","ILMN_1723116","AMFR","autocrine motility factor receptor (AMFR), mRNA.","Chr16: 54.953278","10.002","N/A","N/A","N/A","0.204","145","1.386e-02","0.386","0.558"
"10593","ILMN_1702175","ST7","suppression of tumorigenicity 7 (ST7), transcript variant a, mRNA.","Chr7: 116.657119","8.213","N/A","N/A","N/A","-0.204","145","1.387e-02","--","-0.096"
"10594","ILMN_1732948","TMEM16G","transmembrane protein 16G (TMEM16G), transcript variant NGEP-S, mRNA.","Chr2: 241.784088","6.783","N/A","N/A","N/A","0.204","145","1.387e-02","0.275","0.086"
"10595","ILMN_1734483","BSDC1","BSD domain containing 1 (BSDC1), mRNA.","Chr1: 32.603609","10.432","N/A","N/A","N/A","-0.204","145","1.388e-02","--","0.234"
"10596","ILMN_1704245","MYO18B","myosin XVIIIB (MYO18B), mRNA.","Chr22: 24.756598","6.805","N/A","N/A","N/A","-0.204","145","1.388e-02","0.183","-0.091"
"10597","ILMN_1745672","FBXO24","F-box protein 24 (FBXO24), transcript variant 1, mRNA.","Chr7: 100.036546","6.956","N/A","N/A","N/A","-0.204","145","1.388e-02","--","-0.521"
"10598","ILMN_1809652","LOC729017","hypothetical protein LOC729017 (LOC729017), mRNA.","Chr2: 181.553775","7.197","N/A","N/A","N/A","-0.204","145","1.388e-02","--","--"
"10599","ILMN_1810040","PDZD2","PDZ domain containing 2 (PDZD2), mRNA.","Chr5: 32.046274","6.911","N/A","N/A","N/A","-0.204","145","1.389e-02","0.311","0.225"
"10600","ILMN_1692779","PRPF39","PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae) (PRPF39), mRNA.","Chr14: 44.654154","6.980","N/A","N/A","N/A","-0.204","145","1.390e-02","--","-0.497"
"10601","ILMN_1794239","C4ORF26","chromosome 4 open reading frame 26 (C4orf26), mRNA.","Chr4: 76.708629","7.016","N/A","N/A","N/A","-0.204","145","1.390e-02","--","--"
"10602","ILMN_1758719","NEDD9","neural precursor cell expressed, developmentally down-regulated 9 (NEDD9), transcript variant 1, mRNA.","Chr6: 11.292093","7.158","N/A","N/A","N/A","-0.204","145","1.390e-02","0.373","0.113"
"10603","ILMN_1708443","ZNF37A","zinc finger protein 37A (ZNF37A), transcript variant 1, mRNA.","Chr10: 38.452028","7.036","N/A","N/A","N/A","-0.204","145","1.391e-02","--","--"
"10604","ILMN_1747205","JDP2","jun dimerization protein 2 (JDP2), mRNA.","Chr14: 75.006821","7.720","N/A","N/A","N/A","-0.204","145","1.391e-02","0.377","--"
"10605","ILMN_1706963","ADAR","adenosine deaminase, RNA-specific (ADAR), transcript variant 4, mRNA.","Chr1: 152.866958","6.944","N/A","N/A","N/A","-0.204","145","1.392e-02","0.434","-0.193"
"10606","ILMN_1778188","TP73","tumor protein p73 (TP73), mRNA.","Chr1: 3.639432","6.823","N/A","N/A","N/A","-0.204","145","1.392e-02","--","--"
"10607","ILMN_1807667","C14ORF105","chromosome 14 open reading frame 105 (C14orf105), mRNA.","Chr14: 57.007197","6.875","N/A","N/A","N/A","0.204","145","1.393e-02","--","--"
"10608","ILMN_1677364","DDO","D-aspartate oxidase (DDO), transcript variant 1, mRNA.","Chr6: 110.820669","7.103","N/A","N/A","N/A","0.204","145","1.394e-02","0.710","0.463"
"10609","ILMN_1702055","ROPN1B","ropporin, rhophilin associated protein 1B (ROPN1B), mRNA.","Chr3: 127.170784","6.989","N/A","N/A","N/A","-0.204","145","1.394e-02","--","--"
"10610","ILMN_1802923","APOC2","apolipoprotein C-II (APOC2), mRNA.","Chr19: 50.144332","7.449","N/A","N/A","N/A","0.204","145","1.395e-02","0.290","0.519"
"10611","ILMN_1685314","WNT7B","wingless-type MMTV integration site family, member 7B (WNT7B), mRNA.","Chr22: 44.697856","6.884","N/A","N/A","N/A","-0.204","145","1.397e-02","--","-0.138"
"10612","ILMN_1784977","DOHH","deoxyhypusine hydroxylase/monooxygenase (DOHH), mRNA.","Chr19: 3.441959","8.124","N/A","N/A","N/A","0.204","145","1.397e-02","--","-0.218"
"10613","ILMN_1712430","ATP5G1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9) (ATP5G1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","Chr17: 44.325205","8.191","N/A","N/A","N/A","-0.204","145","1.397e-02","0.347","0.412"
"10614","ILMN_1791523","RPE","ribulose-5-phosphate-3-epimerase (RPE), transcript variant 2, mRNA.","Chr2: 210.589175","6.856","N/A","N/A","N/A","-0.204","145","1.398e-02","--","0.250"
"10615","ILMN_1768779","ARHGAP17","Rho GTPase activating protein 17 (ARHGAP17), transcript variant 1, mRNA.","Chr16: 24.858312","6.890","N/A","N/A","N/A","-0.204","145","1.398e-02","0.217","0.167"
"10616","ILMN_1767839","ZFP41","zinc finger protein 41 homolog (mouse) (ZFP41), mRNA.","Chr8: 144.404546","6.894","N/A","N/A","N/A","-0.204","145","1.399e-02","--","-0.522"
"10617","ILMN_1688642","LAMC3","laminin, gamma 3 (LAMC3), mRNA.","ChrUn: 1.000000","7.537","N/A","N/A","N/A","0.204","145","1.399e-02","0.349","-0.040"
"10618","ILMN_1747052","ITGA4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) (ITGA4), mRNA.","Chr2: 182.108850","6.851","N/A","N/A","N/A","-0.204","145","1.400e-02","0.330","-0.165"
"10619","ILMN_1801302","SCN1B","sodium channel, voltage-gated, type I, beta (SCN1B), transcript variant b, mRNA.","Chr19: 40.216401","9.527","N/A","N/A","N/A","-0.204","145","1.400e-02","0.365","0.057"
"10620","ILMN_1728218","RBPMS","RNA binding protein with multiple splicing (RBPMS), transcript variant 3, mRNA.","Chr8: 30.362151","6.989","N/A","N/A","N/A","-0.204","145","1.401e-02","--","0.438"
"10621","ILMN_1671209","SYTL2","synaptotagmin-like 2 (SYTL2), transcript variant f, mRNA.","Chr11: 85.107602","7.201","N/A","N/A","N/A","-0.204","145","1.402e-02","--","-0.069"
"10622","ILMN_1686083","MAGEA11","melanoma antigen family A, 11 (MAGEA11), transcript variant 2, mRNA.","ChrX: 148.575916","6.891","N/A","N/A","N/A","-0.204","145","1.405e-02","--","--"
"10623","ILMN_1659541","CRELD1","cysteine-rich with EGF-like domains 1 (CRELD1), transcript variant 2, mRNA.","ChrUn: 1.000000","6.981","N/A","N/A","N/A","-0.204","145","1.405e-02","0.290","0.610"
"10624","ILMN_1810689","POTE2","protein expressed in prostate, ovary, testis, and placenta 2 (POTE2), transcript variant POTE-2C, mRNA.","Chr2: 131.692394","6.859","N/A","N/A","N/A","-0.204","145","1.405e-02","--","--"
"10625","ILMN_1741858","RAD17","RAD17 homolog (S. pombe) (RAD17), transcript variant 6, mRNA.","Chr5: 68.700912","7.694","N/A","N/A","N/A","0.204","145","1.407e-02","0.306","-0.563"
"10626","ILMN_1809385","MPPED1","metallophosphoesterase domain containing 1 (MPPED1), mRNA.","ChrUn: 1.000000","6.879","N/A","N/A","N/A","0.204","145","1.409e-02","--","-0.175"
"10627","ILMN_1718013","CPSF3L","cleavage and polyadenylation specific factor 3-like (CPSF3L), mRNA.","ChrUn: 1.000000","8.239","N/A","N/A","N/A","0.203","145","1.410e-02","--","-0.231"
"10628","ILMN_1655880","CHST11","carbohydrate (chondroitin 4) sulfotransferase 11 (CHST11), mRNA.","Chr12: 103.675683","7.095","N/A","N/A","N/A","-0.203","145","1.410e-02","0.361","0.133"
"10629","ILMN_1753008","REXO1","REX1, RNA exonuclease 1 homolog (S. cerevisiae) (REXO1), mRNA.","Chr19: 1.766259","7.756","N/A","N/A","N/A","-0.203","145","1.411e-02","--","0.162"
"10630","ILMN_1715255","MAGI2","membrane associated guanylate kinase, WW and PDZ domain containing 2 (MAGI2), mRNA.","Chr7: 77.484900","7.243","N/A","N/A","N/A","0.203","145","1.411e-02","0.281","-0.032"
"10631","ILMN_1737058","MPDU1","mannose-P-dolichol utilization defect 1 (MPDU1), mRNA.","Chr17: 7.432153","9.042","N/A","N/A","N/A","-0.203","145","1.411e-02","0.378","0.262"
"10632","ILMN_1728501","CHRNA9","cholinergic receptor, nicotinic, alpha 9 (CHRNA9), mRNA.","Chr4: 40.051182","6.886","N/A","N/A","N/A","-0.203","145","1.411e-02","0.406","-0.273"
"10633","ILMN_1785891","PRKD1","protein kinase D1 (PRKD1), mRNA.","ChrUn: 1.000000","7.648","N/A","N/A","N/A","0.203","145","1.412e-02","0.382","0.391"
"10634","ILMN_1709434","VIT","vitrin (VIT), mRNA.","Chr2: 36.894891","6.877","N/A","N/A","N/A","-0.203","145","1.412e-02","--","-0.137"
"10635","ILMN_1681692","ABL1","v-abl Abelson murine leukemia viral oncogene homolog 1 (ABL1), transcript variant b, mRNA.","Chr9: 132.579594","7.019","N/A","N/A","N/A","-0.203","145","1.413e-02","0.294","0.196"
"10636","ILMN_1668246","TMEM52","transmembrane protein 52 (TMEM52), mRNA.","Chr1: 1.839131","6.900","N/A","N/A","N/A","-0.203","145","1.414e-02","--","-0.189"
"10637","ILMN_1742052","SERPINB9","serpin peptidase inhibitor, clade B (ovalbumin), member 9 (SERPINB9), mRNA.","Chr6: 2.833461","6.967","N/A","N/A","N/A","-0.203","145","1.414e-02","--","0.272"
"10638","ILMN_1715902","DUX4C","double homeobox 4c (DUX4C), mRNA.","Chr4: 191.179764","6.897","N/A","N/A","N/A","-0.203","145","1.414e-02","--","--"
"10639","ILMN_1742332","KCTD12","potassium channel tetramerisation domain containing 12 (KCTD12), mRNA.","Chr13: 76.354280","9.785","N/A","N/A","N/A","0.203","145","1.415e-02","0.309","-0.068"
"10640","ILMN_1770087","MOCS2","molybdenum cofactor synthesis 2 (MOCS2), transcript variant 3, mRNA.","Chr5: 52.441026","6.934","N/A","N/A","N/A","-0.203","145","1.416e-02","0.337","0.587"
"10641","ILMN_1704637","C4ORF23","chromosome 4 open reading frame 23 (C4orf23), transcript variant 2, mRNA.","Chr4: 8.528808","6.889","N/A","N/A","N/A","0.203","145","1.418e-02","--","--"
"10642","ILMN_1755423","PTCRA","pre T-cell antigen receptor alpha (PTCRA), mRNA.","Chr6: 43.001316","6.798","N/A","N/A","N/A","0.203","145","1.418e-02","0.326","-0.127"
"10643","ILMN_1776647","BCAS1","breast carcinoma amplified sequence 1 (BCAS1), mRNA.","Chr20: 51.994598","14.303","N/A","N/A","N/A","0.203","145","1.418e-02","0.510","-0.377"
"10644","ILMN_1814971","TCF25","transcription factor 25 (basic helix-loop-helix) (TCF25), mRNA.","Chr16: 88.505180","12.811","N/A","N/A","N/A","-0.203","145","1.420e-02","--","0.233"
"10645","ILMN_1761793","APOL1","apolipoprotein L, 1 (APOL1), transcript variant 1, mRNA.","Chr22: 34.992037","6.929","N/A","N/A","N/A","-0.203","145","1.421e-02","--","--"
"10646","ILMN_1738147","NES","nestin (NES), mRNA.","Chr1: 154.905342","8.091","N/A","N/A","N/A","0.203","145","1.421e-02","0.329","0.353"
"10647","ILMN_1716583","NME7","non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase) (NME7), transcript variant 1, mRNA.","Chr1: 167.368678","7.893","N/A","N/A","N/A","-0.203","145","1.423e-02","0.229","-0.311"
"10648","ILMN_1668134","GSTM1","glutathione S-transferase M1 (GSTM1), transcript variant 1, mRNA.","Chr1: 110.034608","7.834","N/A","N/A","N/A","0.203","145","1.425e-02","--","0.440"
"10649","ILMN_1736096","DLL3","delta-like 3 (Drosophila) (DLL3), transcript variant 2, mRNA.","Chr19: 44.690751","8.092","N/A","N/A","N/A","0.203","145","1.425e-02","0.356","-0.504"
"10650","ILMN_1741134","WDR89","WD repeat domain 89 (WDR89), transcript variant 2, mRNA.","Chr14: 63.134247","7.151","N/A","N/A","N/A","-0.203","145","1.426e-02","--","0.239"
"10651","ILMN_1776005","DC2","DC2 protein (DC2), mRNA.","Chr4: 109.791240","9.425","N/A","N/A","N/A","0.203","145","1.427e-02","0.334","--"
"10652","ILMN_1669479","MEST","mesoderm specific transcript homolog (mouse) (MEST), transcript variant 2, mRNA.","Chr7: 129.913417","6.923","N/A","N/A","N/A","-0.203","145","1.427e-02","0.416","0.270"
"10653","ILMN_1683405","LHX1","LIM homeobox 1 (LHX1), mRNA.","Chr17: 32.374454","7.220","N/A","N/A","N/A","-0.203","145","1.427e-02","0.404","0.160"
"10654","ILMN_1752647","KLRC1","killer cell lectin-like receptor subfamily C, member 1 (KLRC1), transcript variant 1, mRNA.","Chr12: 10.497066","6.915","N/A","N/A","N/A","-0.203","145","1.428e-02","0.338","0.222"
"10655","ILMN_1716421","ADRA1D","adrenergic, alpha-1D-, receptor (ADRA1D), mRNA.","Chr20: 4.149838","7.159","N/A","N/A","N/A","-0.203","145","1.429e-02","0.513","0.238"
"10656","ILMN_1654998","SMEK1","SMEK homolog 1, suppressor of mek1 (Dictyostelium) (SMEK1), mRNA.","ChrUn: 1.000000","6.891","N/A","N/A","N/A","-0.203","145","1.429e-02","0.174","0.179"
"10657","ILMN_1795564","LOC144097","hypothetical protein BC007540 (LOC144097), mRNA.","Chr11: 63.351532","7.230","N/A","N/A","N/A","-0.203","145","1.429e-02","--","--"
"10658","ILMN_1759504","LOC283116","similar to Tripartite motif protein 49 (RING finger protein 18) (Testis-specific ring-finger protein) (LOC283116), mRNA.","Chr11: 49.005676","6.905","N/A","N/A","N/A","-0.203","145","1.430e-02","--","--"
"10659","ILMN_1746435","HIST1H1E","histone cluster 1, H1e (HIST1H1E), mRNA.","Chr6: 26.265176","6.879","N/A","N/A","N/A","-0.203","145","1.432e-02","0.333","0.372"
"10660","ILMN_1729325","ALX3","aristaless-like homeobox 3 (ALX3), mRNA.","Chr1: 110.404203","7.135","N/A","N/A","N/A","-0.203","145","1.432e-02","0.329","-0.199"
"10661","ILMN_1781057","IFNW1","interferon, omega 1 (IFNW1), mRNA.","Chr9: 21.131131","6.866","N/A","N/A","N/A","-0.203","145","1.434e-02","--","--"
"10662","ILMN_1671902","THUMPD3","THUMP domain containing 3 (THUMPD3), mRNA.","Chr3: 9.401992","7.152","N/A","N/A","N/A","0.203","145","1.436e-02","--","-0.459"
